,Id,Customers
8437,176,628.4339036
8485,177,836.7419974
8513,178,731.963801
8560,179,961.8421456
8619,180,812.6925507
8664,181,826.1005697
8692,182,859.133722
8741,183,894.0100609
8828,184,892.7577357
8868,185,630.9087359
8904,186,816.2875074
8941,187,695.7636909
8996,188,1018.955729
9050,189,869.9055092
9120,190,719.4391944
9151,191,891.710325
9204,192,750.3540132
9231,193,675.6855757
9272,194,1026.546825
9326,195,569.8767135
9386,196,869.3627606
9423,197,694.9247125
9501,198,802.3356247
9534,199,857.6119523
9578,200,640.9978797
9632,201,958.1821222
9682,202,935.1369831
9714,203,906.9507408
9776,204,789.7875628
9809,205,903.0545986
9884,206,968.8102029
9933,207,1034.401968
9974,208,701.0223052
10017,209,964.6952919
10066,210,775.713481
10120,211,731.1797162
10174,212,709.6031243
10222,213,985.080897
10262,214,757.6574497
10314,215,585.755534
10346,216,835.8232111
10402,217,836.019988
10446,218,713.3236699
10483,219,959.1853923
10549,220,756.1642461
10580,221,685.1915914
10616,222,771.2225623
10663,223,956.4670323
10707,224,964.2369877
10799,225,822.7412795
10841,226,800.1108781
10869,227,949.8404782
10911,228,695.7119483
10947,229,593.5269995
11001,230,878.9914859
11064,231,1016.84284
11105,232,695.6313657
11138,233,694.8890088
11213,234,963.1986062
11253,235,813.1024766
11318,236,830.5754599
11363,237,790.4863485
11414,238,657.6192551
11451,239,852.5434655
11500,240,1025.474921
11541,241,782.5423172
11610,242,805.4242476
11664,243,749.7208593
11704,244,774.0417519
11726,245,671.9998469
11791,246,873.7632559
11833,247,1018.813595
11890,248,694.2461817
11940,249,909.7254351
11998,250,651.8940128
12047,251,954.7648528
12093,252,826.3474201
12125,253,880.6922285
12191,254,873.8158856
12238,255,1028.966654
12278,256,712.9421584
12319,257,800.9161927
12382,258,977.5123233
12426,259,705.0433732
12457,260,891.69499
12517,261,853.3620995
12573,262,969.476517
12613,263,967.1448782
12668,264,656.1398479
12715,265,569.4833725
12767,266,892.7285588
12809,267,834.6420755
12855,268,969.5533494
12907,269,682.0358065
12951,270,709.1999483
13008,271,628.8320253
13028,272,759.8751932
13087,273,724.5394461
13131,274,807.0575473
13185,275,874.3850757
13225,276,952.0377129
13286,277,667.0350578
13333,278,941.6295701
13384,279,868.2499935
13428,280,942.6137391
13479,281,767.0509477
13524,282,759.5846734
13557,283,871.2242792
13623,284,791.7382444
13641,285,872.7474697
13726,286,636.7278616
13766,287,772.0847848
13820,288,711.4821013
13860,289,673.2145253
13920,290,892.9246117
13944,291,1010.746695
13984,292,799.0735268
14064,293,812.8537993
14107,294,1029.847337
14158,295,804.4502802
14199,296,773.0457886
14249,297,759.3128207
14277,298,962.9707644
14335,299,976.1404724
14363,300,825.9162002
14435,301,964.1465697
14483,302,886.6601855
14530,303,767.0999567
14589,304,978.9603215
14640,305,897.6450271
14686,306,768.0947292
14718,307,804.7228396
14758,308,942.5752951
14811,309,861.6192587
14855,310,835.9491393
14913,311,708.2255711
14965,312,771.6414872
15018,313,767.2022918
15059,314,730.356996
15108,315,725.146242
15156,316,838.2198494
15178,317,743.5752524
15253,318,1016.975788
15308,319,689.3098194
15347,320,865.9500473
15387,321,1002.968567
15425,322,870.4075982
15483,323,849.1874439
15514,324,763.1453514
15564,325,791.2569783
15637,326,1011.446072
15666,327,769.5715887
15736,328,892.2513512
15789,329,979.3548941
15840,330,879.7963215
15875,331,655.6594165
15915,332,644.2320707
15980,333,789.1487179
16020,334,868.9419534
16066,335,985.7099063
16109,336,782.5609801
16150,337,752.1320483
16219,338,974.5245301
16260,339,722.4353378
16286,340,832.097009
16356,341,776.1998469
16412,342,979.9176806
16461,343,833.4911601
16490,344,1012.094957
16547,345,993.2582052
16601,346,879.5678718
16655,347,669.2422693
16704,348,825.4684569
16740,349,856.9382559
16794,350,452.6565506
16825,351,834.9843029
16894,352,1033.325223
16929,353,669.5614926
16987,354,869.3242967
17028,355,811.7785024
17081,356,766.3777117
17127,357,950.3211497
17153,358,836.7121715
17227,359,1031.798988
17273,360,894.0804755
17296,361,897.1056812
17366,362,1034.373495
17414,363,696.7507488
17444,364,904.2192564
17507,365,982.0909009
17553,366,970.956616
17613,367,716.8673361
17648,368,775.0374439
17692,369,946.458885
17745,370,736.2708069
17788,371,831.0672028
17847,372,753.557176
17858,373,1028.801043
17912,374,869.3272717
17992,375,721.6044561
18037,376,866.3450999
18096,377,744.120669
18110,378,683.4426051
18158,379,1023.102802
18230,380,851.258583
18287,381,787.3500929
18330,382,650.9688991
18371,383,1012.633096
18422,384,880.2745978
18475,385,942.5663183
18521,386,822.6840083
18570,387,798.9612609
18607,388,854.4080957
18653,389,901.6501704
18715,390,819.5576425
18760,391,972.4457542
18793,392,957.1558436
18852,393,795.7990107
18904,394,801.6525796
18949,395,665.7910995
18990,396,902.1261732
19019,397,863.5146653
19102,398,747.9593513
19113,399,758.505212
19196,400,854.8566628
19228,401,570.1950445
19278,402,672.4081624
19335,403,712.3442753
19392,404,877.0965655
19440,405,750.6413521
19472,406,796.5459121
19513,407,897.0480464
19567,408,1005.417052
19596,409,1022.891097
19664,410,990.7463976
19682,411,715.2959268
19773,412,972.430199
19824,413,859.9700133
19869,414,823.7675836
19898,415,1002.784773
19938,416,864.4898024
20006,417,784.5233343
20036,418,1031.589443
20090,419,751.6850917
20143,420,862.9727726
20197,421,864.7458618
20240,422,682.9905523
20297,423,904.0011803
20346,424,1018.912525
20380,425,911.5084691
20434,426,1009.541792
20495,427,824.3382428
20543,428,710.6194682
20583,429,940.9318617
20620,430,713.3763574
20680,431,982.7064969
20735,432,987.8845586
20783,433,744.9193338
20832,434,984.4463605
20865,435,843.8478277
20918,436,704.6087338
20972,437,1035.960609
20990,438,832.832515
21034,439,735.9327882
21100,440,708.1250475
21141,441,962.5850941
21196,442,693.388311
21237,443,724.6847952
21308,444,826.3480971
21335,445,821.1613386
21376,446,834.8947067
21430,447,886.4347062
21486,448,773.3655143
21550,449,716.6326168
21585,450,1062.506126
21647,451,903.4087936
21690,452,984.3429059
21734,453,711.072491
21762,454,919.908934
21839,455,1020.06475
21858,456,742.3177125
21926,457,808.0721931
21968,458,891.1073148
22024,459,728.5637499
22064,460,864.5970284
22118,461,971.2908061
22172,462,805.4031384
22215,463,803.7538384
22263,464,744.1793936
22316,465,626.59438
22345,466,656.0574787
22393,467,817.3497105
22435,468,845.6126865
22490,469,792.6967311
22544,470,664.8887177
22586,471,1012.404873
22656,472,773.5478374
22696,473,734.1965071
22750,474,845.1027815
22793,475,876.2807625
22837,476,832.3978497
22886,477,864.3146486
22916,478,742.4588875
22959,479,986.0307968
23038,480,NA
23082,481,822.6951804
23125,482,975.1416534
23178,483,853.5063828
23223,484,942.5509889
23259,485,1022.083863
23316,486,705.8260345
23362,487,753.0562222
23412,488,987.0941646
23445,489,639.2631055
23489,490,725.2841886
23530,491,703.8617836
23614,492,757.5658781
23649,493,906.0765571
23705,494,847.299157
23747,495,875.638222
23780,496,830.4094272
23820,497,846.3740175
23876,498,690.6899576
23944,499,871.3102687
24000,500,971.6511531
24047,501,998.1347167
24092,502,836.1073373
24142,503,985.4948446
24178,504,736.7444141
24207,505,723.0535954
24282,506,716.2724544
24329,507,827.0884404
24370,508,777.9269701
24402,509,865.8727826
24464,510,832.802376
24506,511,893.075374
24537,512,848.9459597
24591,513,989.9226371
24640,514,808.2106402
24714,515,770.6586509
24754,516,877.1361536
24796,517,592.415703
24850,518,856.8446831
24891,519,924.9252201
24946,520,635.5480288
24987,521,811.1935973
25047,522,814.0453164
25074,523,949.154456
25127,524,734.5656072
25164,525,751.7620317
25223,526,766.0395879
25264,527,865.1538955
25320,528,761.2212996
25374,529,834.4303728
25428,530,888.9099792
25473,531,726.7770928
25522,532,987.2594117
25559,533,759.5255496
25614,534,982.5229537
25660,535,730.2286321
25718,536,891.7056424
25741,537,817.6979867
25791,538,1037.241955
25866,539,704.7978083
25912,540,824.9424253
25952,541,896.0213559
26011,542,715.773402
26018,543,797.4051955
26082,544,317.0768082
26131,545,802.2368386
26167,546,627.1822246
26230,547,1018.584375
26294,548,684.1341774
26344,549,586.2679425
26379,550,821.8693515
26419,551,882.7346076
26485,552,645.9963931
26526,553,721.8443763
26583,554,784.2754811
26624,555,985.5558528
26652,556,776.6822018
26733,557,796.4370317
26773,558,855.5107735
26803,559,988.4615046
26847,560,699.3276064
26901,561,865.8569756
26946,562,781.8791892
26983,563,994.2449332
27060,564,599.3215422
27092,565,891.0028221
27157,566,715.4381568
27215,567,770.9465729
27254,568,949.5822916
27308,569,854.8870481
27357,570,789.8904529
27402,571,865.0064535
27445,572,849.8586995
27493,573,751.8508271
27550,574,831.0639126
27592,575,820.2862177
27636,576,877.9722782
27681,577,828.4003161
27726,578,771.042171
27779,579,709.8450021
27832,580,805.8940106
27866,581,666.9145486
27900,582,968.8598393
27962,583,873.2232875
27993,584,753.0523708
28043,585,917.4263577
28101,586,1015.646424
28148,587,895.7075161
28198,588,838.0150555
28255,589,741.6925761
28309,590,685.8805012
28361,591,678.6026255
28380,592,730.3190725
28430,593,836.8744787
28480,594,942.0631247
28542,595,1011.719933
28583,596,850.7455341
28623,597,1057.408594
28701,598,821.3435658
28745,599,898.1388905
28786,600,988.6161846
28842,601,1027.131998
28886,602,689.0817825
28923,603,761.5817834
28968,604,672.8900074
28999,605,868.6539493
29066,606,743.1512669
29108,607,813.8417336
29171,608,775.2767044
29204,609,968.0057998
29258,610,817.000803
29327,611,960.7309689
29374,612,568.3030566
29423,613,839.7226715
29465,614,722.9883481
29508,615,967.0532819
29553,616,834.7309931
29593,617,1022.471696
29643,618,845.1924202
29712,619,505.8737399
29759,620,896.6447598
29796,621,686.7017465
29842,622,774.1882741
29888,623,494.5780079
29941,624,742.890158
29968,625,977.0889672
30044,626,877.4122436
30094,627,818.3896411
30131,628,977.482837
30180,629,968.7162475
30236,630,893.9221033
30288,631,953.3091035
30313,632,723.7301497
30367,633,1022.422218
30430,634,906.7955956
30469,635,899.9655145
30503,636,898.5054937
30576,637,856.7345092
30617,638,874.7974125
30663,639,987.9251536
30707,640,903.9660224
30751,641,990.7472149
30816,642,707.7503968
30853,643,728.7655214
30901,644,782.7771207
30948,645,947.9423338
31002,646,973.164168
31052,647,883.9230362
31096,648,821.9717902
31136,649,628.3267096
31199,650,864.6915267
31230,651,826.230197
31288,652,889.3434884
31331,653,919.3424216
31391,654,729.9170711
31436,655,777.893166
31486,656,761.6859968
31532,657,884.5431531
31572,658,850.9965519
31632,659,995.355463
31669,660,705.6327002
31716,661,815.9817451
31767,662,738.6529925
31816,663,938.348012
31863,664,796.057558
31907,665,891.7534
31935,666,859.9639829
32001,667,854.0393932
32064,668,894.4608556
32108,669,630.2217521
32159,670,737.0284487
32202,671,742.5519864
32252,672,833.4267848
32289,673,858.3800853
32351,674,968.1207192
32369,675,658.8005038
32442,676,821.3521465
32487,677,-10.15986097
32537,678,1010.205618
32589,679,882.5811378
32633,680,1008.451471
32679,681,973.6753426
32717,682,857.2989691
32779,683,963.0963223
32818,684,934.3486078
32872,685,584.3616464
32916,686,700.4050058
32965,687,806.7748243
33020,688,912.9021014
33069,689,825.9841669
33116,690,970.7978783
33161,691,1013.809788
33214,692,1033.857118
33262,693,807.2429009
33301,694,854.8205912
33344,695,1037.220614
33402,696,877.3041717
33437,697,849.2832908
33477,698,759.0832204
33537,699,998.0844944
33596,700,992.8623947
33646,701,1044.020509
33692,702,850.9285808
33703,703,918.2324822
33792,704,919.6007572
33839,705,946.0181013
33884,706,991.5846409
33932,707,807.1982949
33972,708,807.7250106
34028,709,972.1275045
34079,710,964.5587915
34125,711,858.9214216
34174,712,889.3672377
34218,713,868.6144124
34256,714,794.2910401
34302,715,758.4136333
34353,716,744.442869
34398,717,990.4093041
34456,718,778.0152103
34502,719,999.046998
34524,720,993.6297812
34592,721,858.4690851
34621,722,720.5124284
34687,723,852.5156094
34739,724,880.5302432
34775,725,1016.111227
34848,726,686.0876264
34893,727,962.2531451
34936,728,853.9626802
34982,729,825.0575742
35031,730,716.131215
35088,731,778.5285252
35106,732,894.9467875
35175,733,972.2085185
35225,734,799.067933
35271,735,858.7414123
35322,736,966.4555257
35353,737,908.8194364
35409,738,787.195267
35470,739,852.8801996
35516,740,861.4761121
35557,741,771.4697403
35615,742,817.2893132
35646,743,665.9004038
35707,744,844.8538762
35741,745,906.2186522
35806,746,835.0408198
35855,747,1046.577891
35900,748,1015.498599
35942,749,881.1109567
36000,750,865.3798727
36048,751,834.480763
36088,752,777.7565815
36133,753,890.8684615
36188,754,821.5906237
36237,755,963.2927762
36284,756,827.5627913
36319,757,951.0595184
36377,758,849.967618
36424,759,739.1624246
36480,760,814.5745903
36520,761,831.16848
36568,762,974.4296638
36605,763,864.084431
36658,764,987.9828917
36716,765,976.7370802
36743,766,812.0061756
36807,767,745.8084821
36860,768,821.5048482
36887,769,917.4490026
36958,770,856.4748146
37002,771,749.1847773
37045,772,946.3992162
37101,773,919.1768894
37133,774,1037.796076
37198,775,837.87167
37244,776,744.3793199
37292,777,890.411922
37344,778,749.8353465
37392,779,887.7555824
37422,780,913.1139723
37486,781,654.6792963
37536,782,824.0817196
37584,783,744.3104691
37624,784,990.9147531
37673,785,1037.224883
37727,786,978.3853857
37775,787,970.0856444
37823,788,791.9841793
37870,789,928.5340442
37913,790,861.5728673
37968,791,872.5625588
38016,792,717.206484
38054,793,1048.113289
38098,794,718.454035
38148,795,906.3797885
38203,796,835.766277
38244,797,768.4531801
38275,798,840.7131158
38329,799,770.8893307
38395,800,816.2807192
38435,801,853.5318636
38467,802,770.3638603
38534,803,842.1266753
38584,804,651.5690707
38627,805,742.716831
38669,806,880.753421
38713,807,984.2018149
38749,808,833.6880061
38824,809,754.3039258
38868,810,873.8584969
38909,811,914.7662913
38951,812,900.5204633
39010,813,893.6096662
39071,814,857.5336053
39115,815,735.1761379
39141,816,1002.006032
39198,817,1046.733821
39255,818,854.0749817
39282,819,971.9595257
39337,820,827.7067335
39391,821,719.5484698
39433,822,944.5246347
39497,823,878.8230077
39542,824,845.7341173
39575,825,917.1135628
39646,826,883.3322302
39693,827,814.5289245
39740,828,790.7512354
39782,829,742.5896118
39836,830,855.2608945
39847,831,673.8712258
39916,832,843.3260423
39975,833,831.8530222
40029,834,882.4470083
40077,835,847.9730005
40096,836,838.5454103
40174,837,974.0455199
40192,838,871.7465823
40245,839,746.6803564
40285,840,881.5475173
40342,841,320.7861574
40382,842,912.8118098
40436,843,842.128003
40493,844,879.1154733
40556,845,846.7945031
40574,846,736.8495554
40643,847,740.4562059
40670,848,782.7838301
40727,849,865.7142046
40768,850,839.8843602
40821,851,757.3190195
40861,852,855.5257575
40920,853,965.7372286
40951,854,980.2057445
41010,855,1044.562631
41069,856,732.4320396
8,857,873.4334815
74,858,693.6616373
117,859,864.6728326
145,860,907.2152814
198,861,1012.190798
255,862,945.9449431
315,863,838.4643425
364,864,871.5524715
402,865,733.335777
466,866,867.5307781
494,867,740.227189
562,868,1008.109731
620,869,860.7707502
660,870,719.0551058
691,871,807.6944992
727,872,829.3654322
816,873,814.4648836
852,874,894.9195161
883,875,906.7267356
955,876,850.1971305
983,877,886.7172203
1036,878,846.5523843
1077,879,828.2644762
1122,880,844.0455754
1155,881,1033.991893
1227,882,662.7935399
1281,883,910.5373265
1322,884,858.6122136
1366,885,833.7330139
1430,886,865.1828464
1452,887,760.6643672
1501,888,907.3600547
1558,889,686.4436294
1612,890,803.1918218
1653,891,722.874122
1684,892,895.4013547
1735,893,984.009896
1823,894,755.2785018
1869,895,782.5438625
1902,896,795.4028391
1961,897,790.8963757
1979,898,790.8452684
2048,899,713.716845
2104,900,850.2165689
2147,901,839.1731418
2174,902,966.2817734
2244,903,780.5560252
2288,904,579.0225805
2316,905,665.7161049
2364,906,1057.582359
2414,907,898.942091
2479,908,814.8370513
2520,909,910.6801562
2552,910,711.297969
2631,911,785.8253794
2652,912,1011.494232
2716,913,979.7770908
2757,914,706.2331112
2802,915,772.5035447
2843,916,734.4261418
2919,917,956.9788414
2952,918,791.6505757
3018,919,861.040607
3046,920,699.0840147
3087,921,961.7584264
3142,922,939.1203656
3183,923,871.2215771
3220,924,840.1778711
3279,925,959.1957091
3339,926,747.8446664
3404,927,779.2802027
3440,928,702.5735892
3486,929,792.9184044
3517,930,596.5562394
3595,931,764.3316147
3643,932,715.3327538
3689,933,738.8433023
3721,934,795.0742045
3765,935,841.4278408
3817,936,957.8578325
3858,937,878.0896947
3893,938,989.2683472
3973,939,694.0966064
4018,940,717.4632157
4050,941,960.2860412
4123,942,724.0311171
4171,943,753.0227945
4215,944,946.458903
4256,945,867.6875554
4284,946,1045.954494
4351,947,682.0343599
4393,948,604.9225394
4438,949,988.518356
4489,950,667.9615948
4542,951,663.590524
4583,952,724.3146845
4627,953,812.6048226
4690,954,736.7426248
4752,955,889.9385342
4799,956,759.7609647
4821,957,647.6747326
4875,958,853.5171056
4915,959,846.38989
4969,960,850.1741653
4994,961,861.7587234
5070,962,790.1540442
5115,963,975.6894656
5165,964,805.208723
5197,965,909.4052809
5238,966,867.1024839
5281,967,713.2277841
5337,968,840.8935045
5388,969,681.8068843
5442,970,726.7687061
5508,971,970.6546577
5538,972,700.1296502
5592,973,780.65178
5634,974,701.1883192
5679,975,998.4277656
5725,976,685.9295121
5768,977,809.9085868
5843,978,754.5238955
5898,979,1035.110543
5913,980,733.4807092
5961,981,811.8965512
6041,982,818.5314599
6092,983,918.0460314
6137,984,888.5604607
6160,985,703.1303959
6201,986,834.8071533
6271,987,964.5466179
6312,988,859.7068951
6368,989,740.8595365
6430,990,866.4512145
6461,991,956.0101351
6519,992,1033.672696
6558,993,799.892353
6603,994,757.0996605
6669,995,734.97515
6710,996,910.9502913
6757,997,880.0248703
6794,998,842.9418574
6857,999,889.1127754
6902,1000,704.6132963
6933,1001,810.9246893
6989,1002,823.5010401
7030,1003,847.3543807
7093,1004,783.0133259
7135,1005,981.3648294
7170,1006,619.5326614
7215,1007,1036.075632
7269,1008,887.3914075
7324,1009,676.4449666
7345,1010,957.1364628
7433,1011,548.1004223
7469,1012,878.8659308
7523,1013,791.9619422
7555,1014,882.8828395
7609,1015,933.0336514
7664,1016,804.116755
7715,1017,669.2737945
7761,1018,912.3044523
7815,1019,731.9148649
7844,1020,632.8524085
7908,1021,739.730716
7939,1022,782.836093
7977,1023,875.0400383
8062,1024,871.8064043
8104,1025,999.6807247
8132,1026,967.879793
8199,1027,794.0300012
8255,1028,681.3018552
8270,1029,982.7458594
8323,1030,968.0496206
8365,1031,681.7032513
8442,1032,638.475343
8487,1033,846.7834368
8536,1034,742.0052404
8578,1035,971.883585
8633,1036,822.7339901
8682,1037,836.1420091
8725,1038,869.1751614
8763,1039,904.0515004
8818,1040,902.7991751
8849,1041,640.9501753
8891,1042,826.3289469
8940,1043,705.8051303
9009,1044,1028.997168
9066,1045,879.9469486
9094,1046,729.4806338
9140,1047,901.7517644
9194,1048,760.3954526
9260,1049,685.7270151
9302,1050,1036.588265
9313,1051,579.9181529
9385,1052,879.4042
9421,1053,704.9661519
9481,1054,812.3770641
9515,1055,867.6533917
9556,1056,651.0393191
9620,1057,968.2235616
9673,1058,945.1784225
9717,1059,916.9921802
9771,1060,799.8290023
9837,1061,913.096038
9881,1062,978.8516423
9911,1063,1044.443407
9965,1064,711.0637446
10009,1065,974.7367313
10059,1066,785.7549204
10089,1067,741.2211556
10142,1068,719.6445637
10206,1069,995.1223364
10254,1070,767.6988892
10298,1071,595.7969734
10349,1072,845.8646505
10391,1073,846.0614274
10449,1074,723.3651093
10478,1075,969.2268317
10538,1076,766.2056855
10601,1077,695.2330308
10626,1078,781.2640017
10666,1079,966.5084717
10706,1080,974.2784271
10754,1081,832.7827189
10816,1082,810.1523176
10873,1083,959.8819177
10927,1084,705.7533877
10982,1085,603.5684389
11021,1086,889.0329253
11047,1087,1026.88428
11107,1088,705.6728051
11147,1089,704.9304482
11216,1090,973.2400456
11258,1091,823.143916
11281,1092,840.6168993
11334,1093,800.5277879
11378,1094,667.6606946
11449,1095,862.5849049
11479,1096,1035.51636
11524,1097,792.5837566
11604,1098,815.465687
11660,1099,759.7622987
11686,1100,784.0831913
11729,1101,682.0412863
11783,1102,883.8046953
11824,1103,1028.855034
11880,1104,704.2876211
11924,1105,919.7668745
11992,1106,661.9354522
12043,1107,964.8062922
12088,1108,836.3888595
12143,1109,890.7336679
12183,1110,883.857325
12202,1111,1039.008093
12276,1112,722.9835978
12327,1113,810.9576321
12378,1114,987.5537627
12405,1115,715.0848126
12460,1116,901.7364294
12515,1117,863.4035389
12556,1118,979.5179564
12584,1119,977.1863176
12641,1120,666.1812873
12712,1121,579.5248119
12766,1122,902.7699982
12790,1123,844.6835149
12831,1124,979.5947888
12876,1125,692.0772459
12918,1126,719.2413877
12961,1127,638.8734647
13009,1128,769.9166326
13078,1129,734.5808855
13146,1130,817.0989867
13200,1131,884.4265151
13242,1132,962.0791523
13285,1133,677.0764972
13338,1134,951.6710095
13380,1135,878.291433
13410,1136,952.6551785
13488,1137,777.0923871
13520,1138,769.6261128
13583,1139,881.2657186
13631,1140,801.7796839
13667,1141,882.7889091
13707,1142,646.769301
13767,1143,782.1262243
13798,1144,721.5235408
13852,1145,683.2559647
13893,1146,902.9660511
13933,1147,1020.788134
13989,1148,809.1149662
14053,1149,822.8952388
14102,1150,1039.888776
14129,1151,814.4917196
14164,1152,783.087228
14214,1153,769.3542601
14290,1154,973.0122038
14347,1155,986.1819118
14394,1156,835.9576396
14444,1157,974.1880091
14474,1158,896.7016249
14502,1159,777.1413961
14576,1160,989.0017609
14624,1161,907.6864665
14656,1162,778.1361686
14732,1163,814.764279
14750,1164,952.6167345
14818,1165,871.6606981
14835,1166,845.9905787
14899,1167,718.2670105
14931,1168,781.6829266
14983,1169,777.2437312
15031,1170,740.3984354
15091,1171,735.1876814
15149,1172,848.2612888
15176,1173,753.6166919
15230,1174,1027.017227
15267,1175,699.3512588
15315,1176,875.9914867
15381,1177,1013.010007
15413,1178,880.4490376
15476,1179,859.2288833
15526,1180,773.1867909
15598,1181,801.2984177
15639,1182,1021.487512
15658,1183,779.6130281
15725,1184,902.2927906
15767,1185,989.3963335
15809,1186,889.8377609
15841,1187,665.7008559
15895,1188,654.2735101
15943,1189,799.1901573
15994,1190,878.9833928
16058,1191,995.7513457
16125,1192,792.6024195
16166,1193,762.1734877
16195,1194,984.5659695
16236,1195,732.4767772
16290,1196,842.1384485
16344,1197,786.2412863
16396,1198,989.95912
16435,1199,843.5325995
16497,1200,1022.136396
16528,1201,1003.299645
16564,1202,889.6093112
16614,1203,679.2837088
16657,1204,835.5098964
16749,1205,866.9796953
16787,1206,462.69799
16828,1207,845.0257423
16860,1208,1043.366663
16899,1209,679.602932
16950,1210,879.3657361
17019,1211,821.8199419
17044,1212,776.4191511
17094,1213,960.3625891
17141,1214,846.7536109
17204,1215,1041.840427
17262,1216,904.1219149
17320,1217,907.1471206
17351,1218,1044.414935
17382,1219,706.7921882
17430,1220,914.2606958
17510,1221,992.1323403
17545,1222,980.9980554
17585,1223,726.9087756
17664,1224,785.0788833
17703,1225,956.5003244
17754,1226,746.3122463
17802,1227,841.1086422
17836,1228,763.5986154
17902,1229,1038.842483
17946,1230,879.3687111
17960,1231,731.6458955
18003,1232,876.3865393
18070,1233,754.1621084
18138,1234,693.4840445
18167,1235,1033.144241
18240,1236,861.3000224
18285,1237,797.3915323
18315,1238,661.0103385
18359,1239,1022.674535
18429,1240,890.3160372
18443,1241,952.6077577
18497,1242,832.7254478
18565,1243,809.0027004
18611,1244,864.4495351
18657,1245,911.6916098
18692,1246,829.5990819
18740,1247,982.4871937
18815,1248,967.197283
18855,1249,805.8404501
18900,1250,811.6940191
18954,1251,675.8325389
18995,1252,912.1676126
19036,1253,873.5561047
19077,1254,758.0007907
19130,1255,768.5466514
19187,1256,864.8981022
19214,1257,580.2364839
19284,1258,682.4496018
19325,1259,722.3857147
19386,1260,887.1380049
19438,1261,760.6827915
